dataset	sample	effect_id	block_size	high_source_spots	neighbor_spots	background_spots	neighbor_mean	background_mean	observed_delta	observed_ratio	block_null_delta_mean	block_null_ratio_mean	block_empirical_p_delta_ge_observed	survives_block_delta_p_0_05	source_variant	target_family	target_variant
GSE217414	19G0635	hla_drb5_original_to_pyruvate_mito_entry_minus_MPC2	12	1058	921	112	0.5704822578942836	0.29555687805934616	0.2749253798349375	1.9301944912942748	0.21140782162518915	1.5618810788044684	0.0297029702970297	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE217414	19G0635	hla_drb5_original_to_pyruvate_mito_entry_minus_PDHA1	12	1058	921	112	0.646714383259796	0.3102356666652782	0.33647871659451783	2.0845906926541558	0.23295032605299898	1.5379875583175797	0.009900990099009901	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE217414	19G0635	hla_drb5_original_to_pyruvate_mito_entry_minus_PDHB	12	1058	921	112	0.6709384758418158	0.3401447186449187	0.3307937571968971	1.972508873619222	0.23884933619099083	1.5373434396930543	0.009900990099009901	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE217414	19G0635	hla_drb5_original_to_glutamate_transamination	12	1058	921	112	0.3506775149293611	0.16618802024280388	0.18448949468655723	2.110125112610491	0.12788163201546254	1.5436429811599734	0.019801980198019802	1	hla_drb5_original	glutamate_transamination	glutamate_transamination
GSE217414	19G0635	hla_drb5_original_to_glutamate_transamination_minus_GOT1	12	1058	921	112	0.40448832375679034	0.2009546466165973	0.20353367714019305	2.0128338934531644	0.14762699149373198	1.5455671929020074	0.0297029702970297	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE217414	19G0635	hla_drb5_original_to_glutamate_transamination_minus_GOT2	12	1058	921	112	0.2872689881902645	0.13051107870669734	0.15675790948356713	2.201108067123216	0.09981066198823876	1.5103365784286142	0.0297029702970297	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE217414	19G0635	hla_drb5_original_to_glutamate_transamination_minus_GLUD1	12	1058	921	112	0.4056713620482299	0.18616353560595442	0.21950782644227548	2.179112900535472	0.15673599463650636	1.5997605404672743	0.039603960396039604	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE217414	19G0635	hla_drb5_original_to_glutamate_transamination_minus_GLS	12	1058	921	112	0.30528138572215985	0.1471228200419665	0.15815856568019335	2.075010427580704	0.10760502520100182	1.5272701450598192	0.019801980198019802	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GLS
GSE217414	19G0635	hla_drb5_no_ptprc_to_pyruvate_mito_entry	12	1020	950	121	0.697163249717238	0.35792038528223086	0.3392428644350071	1.947816549111904	0.23673752312982269	1.4985273217260926	0.009900990099009901	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry
GSE217414	19G0635	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_MPC1	12	1020	950	121	0.8825193947155667	0.45398875282155376	0.42853064189401296	1.9439234765854487	0.2887010754365446	1.474478967523155	0.009900990099009901	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE217414	19G0635	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_MPC2	12	1020	950	121	0.5769037350553876	0.3072984096972076	0.26960532535818	1.8773404510092715	0.19086450939505198	1.4808891431741549	0.019801980198019802	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE217414	19G0635	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_PDHA1	12	1020	950	121	0.6519025491294143	0.32340960447259964	0.3284929446568146	2.0157179629606383	0.22216729522095474	1.4983110535667084	0.009900990099009901	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE217414	19G0635	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_PDHB	12	1020	950	121	0.6773273199685833	0.34698477413756246	0.33034254583102085	1.9520375833553325	0.22497686142028325	1.4881338920470686	0.009900990099009901	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE217414	19G0635	hla_drb5_no_ptprc_to_glutamate_transamination	12	1020	950	121	0.3535259233111337	0.17638985314243774	0.17713607016869595	2.00423049859708	0.12450882039685979	1.5232863712771965	0.009900990099009901	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination
GSE217414	19G0635	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GOT1	12	1020	950	121	0.4072933389318716	0.2111555307055437	0.1961378082263279	1.9288783844352246	0.1398148707715877	1.5037213784636259	0.0297029702970297	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE217414	19G0635	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GOT2	12	1020	950	121	0.28820585669626	0.1421325742899892	0.14607328240627077	2.027725580402431	0.09447634464040033	1.4674277413805075	0.019801980198019802	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE217414	19G0635	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GLUD1	12	1020	950	121	0.41048688079719753	0.1985815687455772	0.21190531205162033	2.067094561646421	0.1390014514818093	1.496971567480887	0.009900990099009901	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE217414	19G0635	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GLS	12	1020	950	121	0.3081176168192058	0.15368973882864084	0.15442787799056495	2.0048027875351333	0.10207499803755947	1.4820214941718084	0.009900990099009901	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GLS
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry	12	107	498	1486	0.8500213049571964	0.6931959189233527	0.15682538603384366	1.2262352990730518	0.09419760300745553	1.1325902278095932	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_MPC1	12	107	498	1486	1.0716460407720911	0.8742241514947033	0.1974218892773878	1.225825251956087	0.1195486243345159	1.1331867212110132	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_MPC2	12	107	498	1486	0.7149561384643247	0.5752415573450632	0.1397145811192615	1.2428798464493631	0.08212223292103843	1.139059157136332	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_PDHA1	12	107	498	1486	0.7865837191864211	0.653264726589954	0.13331899259646707	1.2040811131689186	0.08401457675896346	1.1259700474987189	0.019801980198019802	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_PDHB	12	107	498	1486	0.8268993214059484	0.6700532402636907	0.15684608114225762	1.2340800278505226	0.09467909370225269	1.1379792750477395	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_glutamate_transamination	12	107	498	1486	0.452349042761737	0.3528124158822168	0.0995366268795202	1.2821233675425685	0.059710308975895715	1.1629087777277498	0.019801980198019802	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GOT1	12	107	498	1486	0.5150566250717052	0.41001768792747184	0.1050389371442334	1.2561814776215552	0.06492934438522625	1.1532373493179122	0.039603960396039604	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GOT2	12	107	498	1486	0.38263632811595927	0.28817318472611714	0.09446314338984213	1.327799907821475	0.05341082112058951	1.1773471517912633	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GLUD1	12	107	498	1486	0.5204422081030243	0.4084013949821404	0.11204081312088393	1.2743399373691746	0.07166467100460612	1.1691986001175996	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE217414	19G0635	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GLS	12	107	498	1486	0.39126100975625905	0.3046573958931376	0.08660361386312143	1.2842655882659049	0.050370632640535436	1.158619897308787	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GLS
GSE217414	19G0635	hla_drb5_only_to_pyruvate_mito_entry	12	0	0	2091	nan	0.739385095605292	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry
GSE217414	19G0635	hla_drb5_only_to_pyruvate_mito_entry_minus_MPC1	12	0	0	2091	nan	0.9339125489590872	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE217414	19G0635	hla_drb5_only_to_pyruvate_mito_entry_minus_MPC2	12	0	0	2091	nan	0.6156538122276038	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE217414	19G0635	hla_drb5_only_to_pyruvate_mito_entry_minus_PDHA1	12	0	0	2091	nan	0.692554695627366	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE217414	19G0635	hla_drb5_only_to_pyruvate_mito_entry_minus_PDHB	12	0	0	2091	nan	0.7154193256071111	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE217414	19G0635	hla_drb5_only_to_glutamate_transamination	12	0	0	2091	nan	0.38485793401906865	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination
GSE217414	19G0635	hla_drb5_only_to_glutamate_transamination_minus_GOT1	12	0	0	2091	nan	0.44386525120014475	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE217414	19G0635	hla_drb5_only_to_glutamate_transamination_minus_GOT2	12	0	0	2091	nan	0.3175660911450373	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE217414	19G0635	hla_drb5_only_to_glutamate_transamination_minus_GLUD1	12	0	0	2091	nan	0.4450395910369045	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE217414	19G0635	hla_drb5_only_to_glutamate_transamination_minus_GLS	12	0	0	2091	nan	0.332960802694188	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GLS
GSE217414	19G081	hla_drb5_original_to_pyruvate_mito_entry	12	1276	1472	139	0.3294583491490778	0.20132676683505685	0.12813158231402094	1.6364359013374346	0.09332602484482479	1.3904328966449884	0.009900990099009901	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry
GSE217414	19G081	hla_drb5_original_to_pyruvate_mito_entry_minus_MPC1	12	1276	1472	139	0.4127213659887012	0.2601245718405081	0.1525967941481931	1.5866296792667314	0.11305816519990328	1.3717246123668543	0.0594059405940594	0	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE217414	19G081	hla_drb5_original_to_pyruvate_mito_entry_minus_MPC2	12	1276	1472	139	0.2068634001187768	0.10653977599605244	0.10032362412272436	1.9416541679836232	0.064553774240244	1.4594727954396265	0.009900990099009901	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE217414	19G081	hla_drb5_original_to_pyruvate_mito_entry_minus_PDHA1	12	1276	1472	139	0.38291918231007016	0.24252999890595744	0.14038918340411272	1.5788528595942868	0.10981504968038376	1.3998433853160583	0.0891089108910891	0	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE217414	19G081	hla_drb5_original_to_pyruvate_mito_entry_minus_PDHB	12	1276	1472	139	0.31532944817876307	0.19611272059770934	0.11921672758105373	1.6078990042956256	0.08397327941554213	1.3583467964295917	0.04950495049504951	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE217414	19G081	hla_drb5_original_to_glutamate_transamination	12	1276	1472	139	0.10339010087820491	0.04685595465616212	0.05653414622204279	2.206552008958116	0.036647688109733345	1.5429859638301386	0.009900990099009901	1	hla_drb5_original	glutamate_transamination	glutamate_transamination
GSE217414	19G081	hla_drb5_original_to_glutamate_transamination_minus_GOT1	12	1276	1472	139	0.11859707818988947	0.05250126548073493	0.06609581270915454	2.2589375151996682	0.03644264158356391	1.4526755159265299	0.019801980198019802	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE217414	19G081	hla_drb5_original_to_glutamate_transamination_minus_GOT2	12	1276	1472	139	0.08373622462662525	0.04155558636450511	0.04218063826212014	2.0150413446734303	0.026580894272805834	1.5040013905008853	0.1188118811881188	0	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE217414	19G081	hla_drb5_original_to_glutamate_transamination_minus_GLUD1	12	1276	1472	139	0.11871582290391672	0.059150159299055746	0.05956566360486097	2.0070245678241454	0.04045600415528509	1.5136100985157188	0.07920792079207921	0	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE217414	19G081	hla_drb5_original_to_glutamate_transamination_minus_GLS	12	1276	1472	139	0.09251127779238823	0.03421680748035268	0.058294470312035544	2.7036794080075492	0.03639621693271815	1.6566516034820638	0.019801980198019802	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GLS
GSE217414	19G081	hla_drb5_no_ptprc_to_pyruvate_mito_entry	12	1144	1526	217	0.33222204141600725	0.23132475439512046	0.1008972870208868	1.4361715947120233	0.07112776557987478	1.2690043420714612	0.019801980198019802	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry
GSE217414	19G081	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_MPC1	12	1144	1526	217	0.4167403985359115	0.2939685228257713	0.1227718757101402	1.4176361282833823	0.09048715992501064	1.2722363780495993	0.0297029702970297	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE217414	19G081	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_MPC2	12	1144	1526	217	0.2073140133677959	0.13821483733783096	0.06909917602996493	1.4999403635737718	0.04869595317529256	1.3059948224746756	0.04950495049504951	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE217414	19G081	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_PDHA1	12	1144	1526	217	0.3869611507538059	0.27018234149914827	0.11677880925465761	1.4322222118836205	0.08280828207348302	1.2702847022262556	0.039603960396039604	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE217414	19G081	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_PDHB	12	1144	1526	217	0.3178726030065156	0.22293331591773127	0.09493928708878432	1.4258640602816837	0.06343495155424066	1.2460184415934654	0.0297029702970297	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE217414	19G081	hla_drb5_no_ptprc_to_glutamate_transamination	12	1144	1526	217	0.10374453331615029	0.05504036803859126	0.048704165277559025	1.884880806818195	0.02875316760084834	1.3722907865764165	0.009900990099009901	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination
GSE217414	19G081	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GOT1	12	1144	1526	217	0.11929684865351309	0.06273973525637136	0.05655711339714173	1.9014560416303037	0.030088877915607368	1.3411780642802302	0.009900990099009901	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE217414	19G081	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GOT2	12	1144	1526	217	0.08370129542444928	0.04534200720679857	0.03835928821765071	1.8459988999317862	0.021070240368983865	1.3383431350028205	0.0297029702970297	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE217414	19G081	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GLUD1	12	1144	1526	217	0.11902000662378752	0.06593396189489646	0.05308604472889106	1.8051396155067108	0.032284889257078314	1.3633173295362289	0.039603960396039604	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE217414	19G081	hla_drb5_no_ptprc_to_glutamate_transamination_minus_GLS	12	1144	1526	217	0.09295998256285132	0.046145767796298635	0.04681421476655268	2.014485553110846	0.027123089776431852	1.4056133985704249	0.019801980198019802	1	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination_minus_GLS
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry	12	250	1005	1632	0.4026205903583319	0.3088471636207604	0.0937734267375715	1.303624050285007	0.06673013820836098	1.207154199019121	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_MPC1	12	250	1005	1632	0.5068578847970184	0.38834025064977684	0.11851763414724159	1.3051901881119354	0.08405273429540382	1.2075831026208383	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_MPC2	12	250	1005	1632	0.2550613770972661	0.18975050339529653	0.06531087370196959	1.344193414685763	0.04341695455619255	1.2175593634697701	0.039603960396039604	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_PDHA1	12	250	1005	1632	0.46182035815722167	0.3608503297359257	0.10097002842129599	1.2798113791254866	0.07427419322464075	1.1991893960606956	0.009900990099009901	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_pyruvate_mito_entry_minus_PDHB	12	250	1005	1632	0.38674274138182163	0.29644757070204253	0.0902951706797791	1.304590691925535	0.06749320475022262	1.2195310106654076	0.039603960396039604	1	hla_drb5_no_cd74_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_glutamate_transamination	12	250	1005	1632	0.13923632196653318	0.0974692717522859	0.04176705021424729	1.4285150536509241	0.03460945503069719	1.3419652645030942	0.12871287128712872	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GOT1	12	250	1005	1632	0.15850784439198645	0.11198698509713438	0.04652085929485207	1.4154130879985847	0.037920123587063086	1.3274867661135585	0.10891089108910891	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GOT2	12	250	1005	1632	0.11485176100968866	0.07738297433406709	0.037468786675621576	1.4841993603640318	0.028289278941460286	1.345213923667867	0.09900990099009901	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GLUD1	12	250	1005	1632	0.1629229437586424	0.11235571681743799	0.05056722694120443	1.4500636760955292	0.04007132793718939	1.340664492394908	0.09900990099009901	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE217414	19G081	hla_drb5_no_cd74_ptprc_to_glutamate_transamination_minus_GLS	12	250	1005	1632	0.12066273870581522	0.08815141076050412	0.0325113279453111	1.3688123385074362	0.028575693674168283	1.3157727140118967	0.2376237623762376	0	hla_drb5_no_cd74_ptprc	glutamate_transamination	glutamate_transamination_minus_GLS
GSE217414	19G081	hla_drb5_only_to_pyruvate_mito_entry	12	0	0	2887	nan	0.35424190018685314	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry
GSE217414	19G081	hla_drb5_only_to_pyruvate_mito_entry_minus_MPC1	12	0	0	2887	nan	0.4458820258209132	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE217414	19G081	hla_drb5_only_to_pyruvate_mito_entry_minus_MPC2	12	0	0	2887	nan	0.2214711910773738	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE217414	19G081	hla_drb5_only_to_pyruvate_mito_entry_minus_PDHA1	12	0	0	2887	nan	0.4090906575203847	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE217414	19G081	hla_drb5_only_to_pyruvate_mito_entry_minus_PDHB	12	0	0	2887	nan	0.340523726328741	nan	nan	nan	nan	nan		hla_drb5_only	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE217414	19G081	hla_drb5_only_to_glutamate_transamination	12	0	0	2887	nan	0.11816897059523704	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination
GSE217414	19G081	hla_drb5_only_to_glutamate_transamination_minus_GOT1	12	0	0	2887	nan	0.13454909956313751	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE217414	19G081	hla_drb5_only_to_glutamate_transamination_minus_GOT2	12	0	0	2887	nan	0.09618151865408311	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE217414	19G081	hla_drb5_only_to_glutamate_transamination_minus_GLUD1	12	0	0	2887	nan	0.13746173791079036	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE217414	19G081	hla_drb5_only_to_glutamate_transamination_minus_GLS	12	0	0	2887	nan	0.1044835262529372	nan	nan	nan	nan	nan		hla_drb5_only	glutamate_transamination	glutamate_transamination_minus_GLS
GSE225857	L1	hla_drb5_original_to_pyruvate_mito_entry	12	1185	1087	2400	0.5208084697054576	0.3276195101373025	0.19318895956815507	1.589674770855958	0.15679569029000645	1.4325563940949635	0.009900990099009901	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry
GSE225857	L1	hla_drb5_original_to_pyruvate_mito_entry_minus_MPC1	12	1185	1087	2400	0.5703062479630594	0.36797003915594684	0.20233620880711256	1.5498714223343653	0.15662515227205615	1.3871062981496214	0.009900990099009901	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE225857	L1	hla_drb5_original_to_pyruvate_mito_entry_minus_MPC2	12	1185	1087	2400	0.5093541811056467	0.3324957538215836	0.1768584272840631	1.5319118372229346	0.14537071159341516	1.3995983210041854	0.009900990099009901	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE225857	L1	hla_drb5_original_to_pyruvate_mito_entry_minus_PDHA1	12	1185	1087	2400	0.46288003093258	0.263536413118182	0.19934361781439802	1.7564177392252929	0.16815902922475495	1.565799197573931	0.009900990099009901	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE225857	L1	hla_drb5_original_to_pyruvate_mito_entry_minus_PDHB	12	1185	1087	2400	0.5406934188205443	0.34647583445349744	0.1942175843670469	1.5605516028942965	0.16104075876496915	1.421452128870802	0.009900990099009901	1	hla_drb5_original	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE225857	L1	hla_drb5_original_to_glutamate_transamination	12	1185	1087	2400	0.36645626251289637	0.22839138101230078	0.1380648815005956	1.6045100339979976	0.11111240310762083	1.4384034254698732	0.009900990099009901	1	hla_drb5_original	glutamate_transamination	glutamate_transamination
GSE225857	L1	hla_drb5_original_to_glutamate_transamination_minus_GOT1	12	1185	1087	2400	0.40042307861463267	0.2502247087115478	0.15019836990308488	1.6002539504451156	0.12165902741162984	1.4408466737013916	0.009900990099009901	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GOT1
GSE225857	L1	hla_drb5_original_to_glutamate_transamination_minus_GOT2	12	1185	1087	2400	0.2776575347480925	0.16721636950133512	0.1104411652467574	1.6604686226361085	0.08679874661077948	1.460965034574333	0.009900990099009901	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GOT2
GSE225857	L1	hla_drb5_original_to_glutamate_transamination_minus_GLUD1	12	1185	1087	2400	0.4140920137921585	0.259490424945427	0.15460158884673147	1.5957891852049857	0.126056158717076	1.4398356987142313	0.019801980198019802	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GLUD1
GSE225857	L1	hla_drb5_original_to_glutamate_transamination_minus_GLS	12	1185	1087	2400	0.37365242289670186	0.23663402089089322	0.13701840200580864	1.579030865849103	0.11327931906341368	1.4329011499624063	0.009900990099009901	1	hla_drb5_original	glutamate_transamination	glutamate_transamination_minus_GLS
GSE225857	L1	hla_drb5_no_ptprc_to_pyruvate_mito_entry	12	1232	1237	2203	0.5046565025264446	0.3099908477802318	0.19466565474621278	1.6279722647948016	0.16135360545873076	1.4646078228085455	0.009900990099009901	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry
GSE225857	L1	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_MPC1	12	1232	1237	2203	0.5512730473673018	0.34650826893581876	0.204764778431483	1.5909376392671601	0.1624371234101307	1.4182985144076725	0.009900990099009901	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC1
GSE225857	L1	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_MPC2	12	1232	1237	2203	0.49897311623843804	0.31206343792299723	0.1869096783154408	1.5989476997352103	0.14994168015976542	1.4286766693450692	0.009900990099009901	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_MPC2
GSE225857	L1	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_PDHA1	12	1232	1237	2203	0.4436866992378152	0.2508504846951895	0.19283621454262567	1.7687296868369322	0.16842379944478103	1.5894090141041894	0.009900990099009901	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHA1
GSE225857	L1	hla_drb5_no_ptprc_to_pyruvate_mito_entry_minus_PDHB	12	1232	1237	2203	0.5246931472622229	0.3305411995669215	0.19415194769530142	1.5873759396700966	0.16559128910418106	1.4509476729563788	0.009900990099009901	1	hla_drb5_no_ptprc	pyruvate_mito_entry	pyruvate_mito_entry_minus_PDHB
GSE225857	L1	hla_drb5_no_ptprc_to_glutamate_transamination	12	1232	1237	2203	0.34187811792288286	0.21815370696992495	0.12372441095295791	1.5671432893414678	0.11406279182499456	1.469240286354713	0.09900990099009901	0	hla_drb5_no_ptprc	glutamate_transamination	glutamate_transamination
