sample_id	sample	source	target	source_threshold	high_source_spots	neighbor_spots	background_spots	observed_neighbor_mean	observed_background_mean	observed_neighbor_vs_background_ratio	null_permutations	null_ratio_mean	null_ratio_sd	z_score	empirical_p_ge_observed
GSM6716963_19G081	19G081	score_caf_core	MET	0.7638725043882097	726	1110	1051	0.1088339991300562	0.06066436403891171	1.7940351119521705	500	1.00697290810326	0.12767598425919896	6.164528187627449	0.001996007984031936
GSM6716963_19G081	19G081	score_caf_core	MYC	0.7638725043882097	726	1110	1051	1.0365640917387773	0.6418748889107174	1.6149005197848763	500	1.001190598532597	0.03486014782518462	17.604914480853292	0.001996007984031936
GSM6716963_19G081	19G081	score_caf_core	score_spp1_cxcl12_axis_desoverlap_2026	0.7638725043882097	726	1110	1051	0.9113502798561813	0.6477101641831703	1.4070340875466862	500	1.0002395728128641	0.020994753747753055	19.376007912327093	0.001996007984031936
GSM6716963_19G081	19G081	score_caf_core	score_hla_drb5_macrophage_axis_desoverlap_2026	0.7638725043882097	726	1110	1051	0.10737596712582259	0.07203388320550294	1.4906313855035895	500	1.0051908402373728	0.05937145427311794	8.176329032351381	0.001996007984031936
GSM6716963_19G081	19G081	score_caf_core	score_myc_glycolysis_desoverlap_2026	0.7638725043882097	726	1110	1051	0.6892494568300772	0.4323549386660687	1.594175051999168	500	1.00223954532678	0.03134710197239426	18.883260953234988	0.001996007984031936
GSM6716963_19G081	19G081	score_caf_core	score_glut1_invasive_margin_axis	0.7638725043882097	726	1110	1051	0.09323556064358392	0.05615582122226886	1.6603009022795825	500	1.0039841463039307	0.06958373296326047	9.432042921902172	0.001996007984031936
GSM6716963_19G081	19G081	score_caf_core	score_crlm_metabolic_vulnerabilities_2026	0.7638725043882097	726	1110	1051	0.23399155001985497	0.14129715674639218	1.6560244764148775	500	1.0003890278727317	0.040234821737164396	16.295224391078726	0.001996007984031936
GSM6716963_19G081	19G081	score_mcam_caf	MET	1.1968729356955115	733	1072	1082	0.1057378909374985	0.06608193033892051	1.600102938809305	500	1.0012118980648055	0.12006243660974872	4.9881633061565855	0.001996007984031936
GSM6716963_19G081	19G081	score_mcam_caf	MYC	1.1968729356955115	733	1072	1082	1.021510936536371	0.6753680009357245	1.5125249273300845	500	0.9995911766885426	0.03541983885104865	14.48153823620109	0.001996007984031936
GSM6716963_19G081	19G081	score_mcam_caf	score_spp1_cxcl12_axis_desoverlap_2026	1.1968729356955115	733	1072	1082	0.9076187276023635	0.6618798123113687	1.3712742264080289	500	0.9986940501038396	0.019050684567961	19.557311705784368	0.001996007984031936
GSM6716963_19G081	19G081	score_mcam_caf	score_hla_drb5_macrophage_axis_desoverlap_2026	1.1968729356955115	733	1072	1082	0.10245004553522315	0.07461766734416617	1.3729998428211787	500	0.9986392995412712	0.0555006156985334	6.745160185489618	0.001996007984031936
GSM6716963_19G081	19G081	score_mcam_caf	score_myc_glycolysis_desoverlap_2026	1.1968729356955115	733	1072	1082	0.6807266867960535	0.45050830827782745	1.5110191627725784	500	1.0006094989073455	0.03364929381862496	15.16851041856694	0.001996007984031936
GSM6716963_19G081	19G081	score_mcam_caf	score_glut1_invasive_margin_axis	1.1968729356955115	733	1072	1082	0.0921678049393895	0.05789026511129367	1.5921123311872467	500	1.005003490901627	0.07078572687349824	8.29416983080285	0.001996007984031936
GSM6716963_19G081	19G081	score_mcam_caf	score_crlm_metabolic_vulnerabilities_2026	1.1968729356955115	733	1072	1082	0.2338456024484948	0.14564280528778664	1.6056103972072056	500	1.0004284775075547	0.04405462949451562	13.73707886420859	0.001996007984031936
GSM6716963_19G081	19G081	score_spp1_cxcl12_axis_desoverlap_2026	MET	1.1486006375618965	724	679	1484	0.10125611921129503	0.03250176588055552	3.115403624018855	500	1.001433684153973	0.12457275990843203	16.969760816239187	0.001996007984031936
GSM6716963_19G081	19G081	score_spp1_cxcl12_axis_desoverlap_2026	MYC	1.1486006375618965	724	679	1484	0.9592252030522445	0.5432291242941355	1.7657838288745078	500	0.9970772862958568	0.0429242524336541	17.908443339037827	0.001996007984031936
GSM6716963_19G081	19G081	score_spp1_cxcl12_axis_desoverlap_2026	score_hla_drb5_macrophage_axis_desoverlap_2026	1.1486006375618965	724	679	1484	0.11826261662942096	0.08220265268513362	1.4386715363360627	500	0.9965168543984743	0.05872558783022772	7.529165705685775	0.001996007984031936
GSM6716963_19G081	19G081	score_spp1_cxcl12_axis_desoverlap_2026	score_myc_glycolysis_desoverlap_2026	1.1486006375618965	724	679	1484	0.667088448943123	0.34288930839995935	1.9454921241376393	500	1.0003765136534764	0.03363319063351035	28.100682471156908	0.001996007984031936
GSM6716963_19G081	19G081	score_spp1_cxcl12_axis_desoverlap_2026	score_glut1_invasive_margin_axis	1.1486006375618965	724	679	1484	0.07660501001537041	0.03587542040455198	2.1353062668403058	500	1.0074142618157993	0.07284710913404371	15.483002941806618	0.001996007984031936
GSM6716963_19G081	19G081	score_spp1_cxcl12_axis_desoverlap_2026	score_crlm_metabolic_vulnerabilities_2026	1.1486006375618965	724	679	1484	0.21737628753038946	0.10284320937841218	2.113666899780929	500	1.0007022110844157	0.04042564374296869	27.531155614314578	0.001996007984031936
GSM6716963_19G081	19G081	score_hla_drb5_macrophage_axis_desoverlap_2026	MET	0.17328679513998632	1276	1472	139	0.08593476255138603	0.034906692546184295	2.461842021775268	500	1.041808213132182	0.27846108605682424	5.099577211134293	0.001996007984031936
GSM6716963_19G081	19G081	score_hla_drb5_macrophage_axis_desoverlap_2026	MYC	0.17328679513998632	1276	1472	139	0.8525376793367616	0.55556009399267	1.5345552867373693	500	0.9996512273042614	0.07566353248717211	7.0695094697540695	0.001996007984031936
GSM6716963_19G081	19G081	score_hla_drb5_macrophage_axis_desoverlap_2026	score_spp1_cxcl12_axis_desoverlap_2026	0.17328679513998632	1276	1472	139	0.8229946374331029	0.5932963632609625	1.3871560461109842	500	1.0025998069544084	0.04170117607134667	9.22171208070097	0.001996007984031936
GSM6716963_19G081	19G081	score_hla_drb5_macrophage_axis_desoverlap_2026	score_myc_glycolysis_desoverlap_2026	0.17328679513998632	1276	1472	139	0.5661889815426882	0.39490789135992926	1.4337241517076924	500	1.0112280744291815	0.06713256783478741	6.293459209221218	0.001996007984031936
GSM6716963_19G081	19G081	score_hla_drb5_macrophage_axis_desoverlap_2026	score_glut1_invasive_margin_axis	0.17328679513998632	1276	1472	139	0.07443162000817591	0.04363824015516862	1.7056512761172848	500	1.03055461179176	0.15637012400338354	4.317299539334747	0.003992015968063872
GSM6716963_19G081	19G081	score_hla_drb5_macrophage_axis_desoverlap_2026	score_crlm_metabolic_vulnerabilities_2026	0.17328679513998632	1276	1472	139	0.18817580585797722	0.12029464371667334	1.5642908116605965	500	1.009113513613335	0.08242751960558749	6.735339128288266	0.001996007984031936
GSM6716964_19G0619	19G0619	score_caf_core	MET	0.2559656384611507	876	1393	1110	0.01870201779528079	0.018474534544456377	1.012313341387682	500	1.0404527643683676	0.28470188685293146	-0.09883820332817715	0.47105788423153694
GSM6716964_19G0619	19G0619	score_caf_core	MYC	0.2559656384611507	876	1393	1110	0.211417063913438	0.13178482627468935	1.6042595334364596	500	1.0056570898452548	0.08102758009921208	7.3876381703398	0.001996007984031936
GSM6716964_19G0619	19G0619	score_caf_core	score_spp1_cxcl12_axis_desoverlap_2026	0.2559656384611507	876	1393	1110	0.5302203193207273	0.5188667489842584	1.0218814760411894	500	1.0013392296494774	0.0175481506444681	1.1706217257821265	0.1277445109780439
GSM6716964_19G0619	19G0619	score_caf_core	score_hla_drb5_macrophage_axis_desoverlap_2026	0.2559656384611507	876	1393	1110	0.10517817244755712	0.07909200130214109	1.3298205977335644	500	0.9980600831680816	0.05216771051254754	6.3594992248258	0.001996007984031936
GSM6716964_19G0619	19G0619	score_caf_core	score_myc_glycolysis_desoverlap_2026	0.2559656384611507	876	1393	1110	0.14152910580857014	0.09520667483596014	1.4865460436720739	500	1.0023212629717604	0.05607890813829602	8.634704147701456	0.001996007984031936
GSM6716964_19G0619	19G0619	score_caf_core	score_glut1_invasive_margin_axis	0.2559656384611507	876	1393	1110	0.009388571578456227	0.004069581060545299	2.307011812463619	500	1.0030423032396554	0.1676598072863915	7.7774723133050125	0.001996007984031936
GSM6716964_19G0619	19G0619	score_caf_core	score_crlm_metabolic_vulnerabilities_2026	0.2559656384611507	876	1393	1110	0.11747712406458334	0.11485134178573118	1.0228624432072448	500	1.0044711419185797	0.040357435864094654	0.4557103516338017	0.3213572854291417
GSM6716964_19G0619	19G0619	score_mcam_caf	MET	0.34657359027997264	1218	1548	613	0.01817270822384107	0.016961187126262937	1.071429027258487	500	1.0884397482965427	0.4235505449949768	-0.04016219844141015	0.4151696606786427
GSM6716964_19G0619	19G0619	score_mcam_caf	MYC	0.34657359027997264	1218	1548	613	0.190297759090798	0.12280409729520493	1.549604315182963	500	1.007889670942445	0.09740860761433275	5.561260524175791	0.001996007984031936
GSM6716964_19G0619	19G0619	score_mcam_caf	score_spp1_cxcl12_axis_desoverlap_2026	0.34657359027997264	1218	1548	613	0.5231999129516586	0.5230360360749734	1.000313318519915	500	1.0004310812025539	0.020496412222798653	-0.005745526649194552	0.49101796407185627
GSM6716964_19G0619	19G0619	score_mcam_caf	score_hla_drb5_macrophage_axis_desoverlap_2026	0.34657359027997264	1218	1548	613	0.09904833710594405	0.0752065697889322	1.317017082203376	500	1.0087615613535934	0.0633962296912477	4.862363619272764	0.001996007984031936
GSM6716964_19G0619	19G0619	score_mcam_caf	score_myc_glycolysis_desoverlap_2026	0.34657359027997264	1218	1548	613	0.1304534963827219	0.0871745512848828	1.4964630670297954	500	0.9979397641159538	0.06868990907073733	7.2575915393985895	0.001996007984031936
GSM6716964_19G0619	19G0619	score_mcam_caf	score_glut1_invasive_margin_axis	0.34657359027997264	1218	1548	613	0.007590130660310071	0.0036183865869360925	2.0976560900688876	500	1.020798077486579	0.20782932126882675	5.181453733322813	0.001996007984031936
GSM6716964_19G0619	19G0619	score_mcam_caf	score_crlm_metabolic_vulnerabilities_2026	0.34657359027997264	1218	1548	613	0.11844072604790891	0.10923335143140825	1.0842908735825278	500	0.9990007019230279	0.051815591119578966	1.646032976110781	0.05189620758483034
GSM6716964_19G0619	19G0619	score_spp1_cxcl12_axis_desoverlap_2026	MET	0.6802394763324311	867	1232	1280	0.01687858394220646	0.007039776052561944	2.397602397602398	500	1.0129573130658762	0.258193154208545	5.362826480744456	0.001996007984031936
GSM6716964_19G0619	19G0619	score_spp1_cxcl12_axis_desoverlap_2026	MYC	0.6802394763324311	867	1232	1280	0.17447816645149217	0.11838957229447886	1.4737629596084707	500	1.0039332177847935	0.07859552686685653	5.977817829500458	0.001996007984031936
GSM6716964_19G0619	19G0619	score_spp1_cxcl12_axis_desoverlap_2026	score_hla_drb5_macrophage_axis_desoverlap_2026	0.6802394763324311	867	1232	1280	0.10398698352093635	0.08815396463682648	1.1796064300606124	500	1.0006438835736826	0.051023520955001615	3.5074519189837847	0.001996007984031936
GSM6716964_19G0619	19G0619	score_spp1_cxcl12_axis_desoverlap_2026	score_myc_glycolysis_desoverlap_2026	0.6802394763324311	867	1232	1280	0.12336138598155483	0.07913152161842804	1.5589411584476165	500	0.9961837393710423	0.05424454099520021	10.374452594711224	0.001996007984031936
GSM6716964_19G0619	19G0619	score_spp1_cxcl12_axis_desoverlap_2026	score_glut1_invasive_margin_axis	0.6802394763324311	867	1232	1280	0.008955209800705168	0.006453304493928896	1.3876936706039518	500	1.016438832453792	0.15541151754787766	2.3888502217075844	0.021956087824351298
GSM6716964_19G0619	19G0619	score_spp1_cxcl12_axis_desoverlap_2026	score_crlm_metabolic_vulnerabilities_2026	0.6802394763324311	867	1232	1280	0.10875443087279746	0.058690324634568705	1.8530214571132377	500	1.0041888895072293	0.03926066435416188	21.620433112106184	0.001996007984031936
