accession	archive_or_file	name	time	size_bytes	type	url
GSE231559	File	GSM7290782_SC216_3_features.tsv.gz	04/19/2023 15:52:33	333437	TSV	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290782/suppl/GSM7290782_SC216_3_features.tsv.gz
GSE231559	File	GSM7290782_SC216_3_matrix.mtx.gz	04/19/2023 15:52:33	42654040	MTX	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290782/suppl/GSM7290782_SC216_3_matrix.mtx.gz
GSE231559	File	GSM7290783_SC216_5_barcodes.tsv.gz	04/19/2023 15:52:33	48302	TSV	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290783/suppl/GSM7290783_SC216_5_barcodes.tsv.gz
GSE231559	File	GSM7290783_SC216_5_features.tsv.gz	04/19/2023 15:52:34	333437	TSV	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290783/suppl/GSM7290783_SC216_5_features.tsv.gz
GSE231559	File	GSM7290783_SC216_5_matrix.mtx.gz	04/19/2023 15:52:34	38938130	MTX	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290783/suppl/GSM7290783_SC216_5_matrix.mtx.gz
GSE231559	File	GSM7290784_SC216_6_barcodes.tsv.gz	04/19/2023 15:52:34	1718	TSV	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290784/suppl/GSM7290784_SC216_6_barcodes.tsv.gz
GSE231559	File	GSM7290784_SC216_6_features.tsv.gz	04/19/2023 15:52:34	333437	TSV	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290784/suppl/GSM7290784_SC216_6_features.tsv.gz
GSE231559	File	GSM7290784_SC216_6_matrix.mtx.gz	04/19/2023 15:52:34	1629710	MTX	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290784/suppl/GSM7290784_SC216_6_matrix.mtx.gz
GSE231559	File	GSM7290785_SC216_7_barcodes.tsv.gz	04/19/2023 15:52:34	51361	TSV	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290785/suppl/GSM7290785_SC216_7_barcodes.tsv.gz
GSE231559	File	GSM7290785_SC216_7_features.tsv.gz	04/19/2023 15:52:34	333437	TSV	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290785/suppl/GSM7290785_SC216_7_features.tsv.gz
GSE231559	File	GSM7290785_SC216_7_matrix.mtx.gz	04/19/2023 15:52:34	42554292	MTX	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7290nnn/GSM7290785/suppl/GSM7290785_SC216_7_matrix.mtx.gz
GSE234804	Archive	GSE234804_RAW.tar	01/11/2024 00:21:22	596439040	TAR	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE234nnn/GSE234804/suppl/GSE234804_RAW.tar
GSE234804	File	GSM7474991_CRC2_new.h5seurat	06/09/2023 08:27:08	11381867	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7474nnn/GSM7474991/suppl/GSM7474991_CRC2_new.h5seurat
GSE234804	File	GSM7474992_CRC3_new.h5seurat	06/09/2023 08:27:42	50703032	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7474nnn/GSM7474992/suppl/GSM7474992_CRC3_new.h5seurat
GSE234804	File	GSM7474993_CRC4_new.h5seurat	06/09/2023 08:27:40	49152700	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7474nnn/GSM7474993/suppl/GSM7474993_CRC4_new.h5seurat
GSE234804	File	GSM7474994_LM2_new.h5seurat	06/09/2023 08:27:38	48419295	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7474nnn/GSM7474994/suppl/GSM7474994_LM2_new.h5seurat
GSE234804	File	GSM7474995_LM9_new.h5seurat	06/09/2023 08:27:30	37493899	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7474nnn/GSM7474995/suppl/GSM7474995_LM9_new.h5seurat
GSE234804	File	GSM7474996_LM16_new.h5seurat	06/09/2023 08:27:17	21495725	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7474nnn/GSM7474996/suppl/GSM7474996_LM16_new.h5seurat
GSE234804	File	GSM7474997_LM17_new.h5seurat	06/09/2023 08:27:45	57623032	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7474nnn/GSM7474997/suppl/GSM7474997_LM17_new.h5seurat
GSE234804	File	GSM7474998_LM21_new.h5seurat	06/09/2023 08:27:57	72549190	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7474nnn/GSM7474998/suppl/GSM7474998_LM21_new.h5seurat
GSE234804	File	GSM7474999_LM28_new.h5seurat	06/09/2023 08:28:16	91370529	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7474nnn/GSM7474999/suppl/GSM7474999_LM28_new.h5seurat
GSE234804	File	GSM7475000_PC1_new.h5seurat	06/09/2023 08:28:19	93513303	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475000/suppl/GSM7475000_PC1_new.h5seurat
GSE234804	File	GSM7475001_PC2_new.h5seurat	06/09/2023 08:27:37	32831263	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475001/suppl/GSM7475001_PC2_new.h5seurat
GSE234804	File	GSM7475002_PC3_new.h5seurat	06/09/2023 08:27:28	12000390	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475002/suppl/GSM7475002_PC3_new.h5seurat
GSE234804	File	GSM7475003_PC4_new.h5seurat	06/09/2023 08:27:43	17891248	H5SEURAT	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7475nnn/GSM7475003/suppl/GSM7475003_PC4_new.h5seurat
