sample_id	caf_core	cxcl13_t_cells	hgf_met_axis	macrophage_lipid_candidate	mcam_caf	myc_glycolysis_core	plasticity_emt
TCGA-NH-A8F8-01	0.488529	-0.778348	0.043281	0.125927	0.614469	-0.015418	0.577590
TCGA-AM-5821-01	0.390799	0.639032	0.153362	0.160993	-0.256749	1.096732	-1.172766
TCGA-D5-5537-01	0.456302	-0.456368	0.202752	-0.108727	0.309967	-0.267615	0.843709
TCGA-CM-6677-01	0.489903	0.106425	0.517418	0.060746	0.351375	0.382912	0.003811
TCGA-AD-6888-01	-1.825752	-1.153322	-0.591670	-1.504533	-1.868029	1.005429	-0.814249
TCGA-AZ-4615-01	0.389416	1.257584	-0.550728	0.487833	0.022343	0.543839	0.240717
TCGA-AA-3662-01	0.164455	0.111331	0.053646	0.313457	-0.087767	-0.454500	-0.307904
TCGA-DM-A28C-01	-0.896408	-1.665782	-0.466703	-1.325496	-0.957619	-1.015144	-0.295824
TCGA-NH-A8F7-06	-1.765576	-3.081887	-0.584944	-1.408576	-1.326526	-0.052244	-0.322297
TCGA-DM-A1DA-01	-0.819363	-0.879920	-1.043852	-0.454240	-0.765614	0.081641	-0.776430
TCGA-F4-6569-01	1.849483	0.403918	0.422094	0.790088	1.739859	-0.452435	0.541551
TCGA-AA-3660-11	-0.649462	1.020180	-1.302485	0.413796	-0.920255	-0.766835	-0.352691
TCGA-CM-6674-01	0.642067	0.491790	-0.747259	0.127521	0.614430	-0.068876	-0.181465
TCGA-CK-4950-01	0.181479	0.599726	0.054794	0.223825	0.137873	0.684545	0.166277
TCGA-DM-A1D9-01	-0.370623	-1.211880	-0.097145	-0.768802	-0.556229	-0.538005	-0.163095
TCGA-CA-6719-01	0.759931	0.221639	1.653206	0.453139	0.810789	0.526145	0.560411
TCGA-CM-6675-01	0.057891	-0.577395	-0.910410	-0.296160	-0.110401	0.410463	-0.140255
TCGA-D5-6533-01	-0.105576	-0.265823	0.543487	0.019929	-0.044980	0.078630	0.076601
TCGA-A6-6782-01	0.895622	0.415661	0.404549	0.983916	0.996346	-0.103258	0.386022
TCGA-D5-5539-01	0.622418	-0.171009	0.714605	0.664865	0.374147	-0.515225	0.356925
TCGA-CK-5912-01	-0.365003	-1.015470	0.857976	-0.598027	-0.472056	-0.850660	0.464110
TCGA-CM-4751-01	0.225611	0.771982	0.450486	0.258873	0.327343	0.395813	0.285370
TCGA-AZ-4614-01	-1.119088	-0.133459	-0.964951	-1.070717	-0.829436	-0.171426	-0.788542
TCGA-A6-6140-01	-0.789159	-0.082161	0.648710	-0.680834	-0.584587	0.514078	0.100177
TCGA-NH-A6GC-01	0.862002	-0.788152	-0.450160	-0.369791	0.721581	-0.985853	0.095546
TCGA-AA-3495-01	-0.301158	0.367175	0.157640	-0.156467	-0.342902	0.660242	-0.060032
TCGA-CM-4744-01	-1.275097	0.735730	-0.225207	-0.140281	-1.338426	1.105871	-0.673319
TCGA-AD-6895-01	0.421454	0.603277	0.249699	0.066320	0.494777	0.439437	0.235758
TCGA-AD-6889-01	-0.371101	-0.728016	-0.811643	-0.710986	-0.340429	1.293324	0.453022
TCGA-AD-5900-01	0.373760	0.846370	-0.507849	0.255664	0.143676	0.398136	-0.364692
TCGA-D5-6540-01	0.411354	0.189704	-0.344369	-0.151038	0.541139	0.644192	-0.117430
TCGA-AZ-5407-01	-1.453466	0.525776	-0.278539	-0.358177	-1.247336	-0.118558	-0.403762
TCGA-A6-2685-11	-0.721734	1.039810	-0.772760	0.207414	-0.734151	-0.194211	0.071385
TCGA-G4-6311-01	0.888452	-0.061880	0.038267	0.438054	0.737318	0.316727	0.280879
TCGA-D5-6923-01	1.376730	-0.701928	1.331328	-0.010092	1.182118	0.663339	0.221430
TCGA-DM-A1D7-01	-0.435047	-0.559530	0.066773	-0.560801	-0.297968	0.139172	0.146286
TCGA-A6-5659-11	-0.649757	0.232149	-0.918331	0.187207	-0.549439	-0.548406	0.412777
TCGA-AY-A71X-01	-2.109820	-1.297016	-0.456419	-1.130463	-2.014446	-0.243642	-0.591408
TCGA-AZ-6600-11	-0.254596	0.393526	-0.144415	0.024794	0.011031	-0.353682	0.084503
TCGA-AA-3655-11	-0.632584	1.336724	-1.333419	0.672760	-0.483576	-1.010084	-0.347096
TCGA-CA-5254-01	0.380726	-0.520313	-0.375598	-0.461571	0.172841	0.104635	0.254848
TCGA-CM-5349-01	0.649105	-0.163558	0.176881	0.663581	0.913368	0.056656	0.379451
TCGA-A6-2686-11	-0.396745	0.351731	-0.380055	0.533286	-0.315555	-0.462278	0.282420
TCGA-AZ-4682-01	-0.467769	-0.781789	-0.012665	-0.624951	-0.453779	0.531174	-0.276247
TCGA-CM-5344-01	1.010990	-0.608811	-0.233515	-0.316917	1.196064	-0.252448	0.463463
TCGA-NH-A50T-01	-0.473180	-1.553108	-0.157072	-1.069420	-0.378573	0.694478	-0.591407
TCGA-AY-6386-01	-0.550077	-0.043255	0.186150	-0.110841	-0.627931	0.967332	0.343657
TCGA-CA-5255-01	-0.946441	-0.945425	-0.634263	-0.853896	-1.129094	0.578472	-0.212205
TCGA-AA-3662-11	-0.426924	1.005670	-0.676350	0.620809	-0.661518	-1.289347	-0.059237
TCGA-DM-A1DB-01	-1.507396	0.377653	-0.825962	-1.009854	-1.137955	0.026037	-0.453711
TCGA-DM-A28F-01	-0.469856	-0.461229	-0.400162	-0.980759	-0.564854	0.144683	-0.074020
TCGA-AA-A02Y-01	-2.343144	0.109707	-0.811467	-0.302669	-2.688268	0.200090	-1.019523
TCGA-D5-6932-01	0.485298	-0.275844	-0.006098	0.308414	0.670027	0.335036	0.362831
TCGA-AD-6899-01	0.969540	0.588745	0.487255	0.684293	0.931032	0.282818	0.453389
TCGA-AY-6197-01	-0.600907	-0.330800	0.460100	-0.507080	-0.607284	0.772566	0.070642
TCGA-AA-3660-01	0.010608	-0.359394	-0.334960	-0.157901	-0.136884	0.221063	-0.320885
TCGA-A6-5660-01	0.417683	-0.745859	0.550962	0.141746	0.328602	-0.043266	0.171774
TCGA-D5-6541-01	1.197970	0.498912	0.421460	0.719407	0.915255	-0.212203	0.401006
TCGA-CM-4747-01	0.130860	-0.615944	0.591149	-0.085402	-0.009352	0.001429	0.700808
TCGA-AA-3511-01	0.754798	-0.424351	0.840028	0.174440	0.693475	-0.244851	-0.213045
TCGA-DM-A28H-01	-0.713303	-0.900290	-0.305091	-0.909142	-0.625151	0.398198	-0.563201
TCGA-G4-6303-01	0.264567	-0.092506	0.957493	0.157332	0.079657	0.146872	0.498375
TCGA-CM-5861-01	-0.532357	-0.365082	-1.345780	-0.568717	-0.255207	-0.241131	-0.545655
TCGA-AA-3525-11	-0.991316	1.690775	-1.199802	0.659305	-1.252361	-0.532355	-0.281221
TCGA-CM-6161-01	0.001872	0.547486	0.173579	0.306663	-0.159227	-0.285032	0.006585
TCGA-NH-A50U-01	0.076180	-1.316405	0.026534	-0.159160	0.220980	-0.270361	-0.400704
TCGA-AZ-6607-01	1.931517	0.327111	1.584299	0.631191	1.506573	-0.003868	-0.284146
TCGA-G4-6298-01	0.424063	-1.384773	-0.238089	-1.088668	0.398013	-0.007406	0.078413
TCGA-D5-6538-01	-0.669541	-1.426407	0.253826	-0.520585	-0.445082	-0.227661	0.190224
TCGA-CM-6679-01	1.093439	0.076868	0.610942	0.216454	1.015344	-1.126222	0.902058
TCGA-AZ-4323-01	0.724063	1.984848	-0.394529	0.426196	0.933052	-1.087028	-1.019839
TCGA-G4-6322-01	-0.284344	-0.326317	-0.254809	-0.523092	0.118794	0.403035	0.577988
TCGA-CM-5864-01	-0.695896	-0.154603	0.166320	-0.331326	-0.706112	-0.223975	-0.226872
TCGA-CK-6747-01	-0.181271	-0.274668	-0.059923	0.000895	0.049741	0.952596	0.251080
TCGA-CM-6163-01	0.319251	0.674736	1.150288	0.023652	-0.338640	-1.087799	-0.292462
TCGA-AA-3713-01	-0.226032	0.620210	0.348115	0.078496	-0.398476	-0.082648	-0.180504
TCGA-A6-A56B-01	0.637530	-1.560416	0.452538	-0.609049	0.650250	0.040946	0.135221
TCGA-CM-5348-01	1.062867	-0.252099	1.321272	1.165645	0.888843	-1.122928	-0.080413
TCGA-AY-5543-01	-1.123154	0.107401	0.084373	-0.058479	-1.060585	0.854298	0.310608
TCGA-CM-6169-01	0.902213	0.955239	1.109140	1.063965	0.755597	-0.529370	0.710326
TCGA-AZ-6606-01	-0.958686	-0.806458	-0.554634	-1.011475	-0.833036	0.143842	-0.633688
TCGA-RU-A8FL-01	-2.249909	-1.646900	-0.458500	-1.879803	-2.192209	-0.446482	-0.907035
TCGA-CM-6678-01	-0.077525	-0.878647	0.419790	-0.584029	-0.076148	0.254624	0.192646
TCGA-A6-6649-01	0.261143	0.358100	0.618724	0.147517	0.357323	-0.520991	-0.011478
